student_id,age,gender,socioeconomic_status,attendance_rate,avg_grade,assignment_submission_rate,lms_logins_per_week,participation_score,disciplinary_incidents,financial_aid,first_generation,distance_from_school_km,previous_failures,dropout
STU-00298,19,Female,High,73.37,64.7,0.59,9,2.59,0,1,0,7.83,1,0
STU-00299,18,Female,Medium,86.28,63.44,0.744,12,3.33,2,1,0,5.78,1,0
STU-00300,21,Female,Medium,95.68,71.88,0.756,11,3.46,0,1,1,1.8,3,0
STU-00301,25,Male,Medium,100.0,72.35,0.578,12,6.02,1,1,0,1.85,1,0
STU-00302,22,Male,Low,53.02,67.28,0.438,5,1.57,0,0,0,5.04,3,0
STU-00303,21,Male,Medium,100.0,82.51,0.815,12,6.58,1,0,0,9.94,2,0
STU-00304,21,Female,Medium,86.59,87.32,0.66,8,4.51,2,0,0,5.03,0,0
STU-00305,17,Female,High,93.25,81.91,0.69,10,7.73,1,0,1,5.17,2,0
STU-00306,18,Male,Medium,62.86,74.46,0.645,9,4.8,0,0,1,10.17,0,0
STU-00307,17,Non-binary,Medium,79.39,70.09,0.716,8,3.54,0,1,0,4.98,3,0
STU-00308,24,Female,Medium,91.05,94.65,1.0,9,5.67,1,0,0,29.05,0,0
STU-00309,24,Female,Low,67.08,69.11,0.682,9,5.11,3,1,0,3.78,1,0
STU-00310,21,Female,Low,48.23,47.55,0.429,6,0.85,2,0,0,12.7,0,1
STU-00311,21,Female,Medium,85.69,82.32,0.548,9,6.06,2,1,0,7.26,0,0
STU-00312,17,Female,Medium,81.45,74.37,0.782,11,4.62,0,0,0,35.0,1,0
STU-00313,20,Female,Low,95.85,76.19,0.746,12,6.63,1,0,1,4.69,4,0
STU-00314,24,Male,Medium,80.24,74.48,0.662,10,4.25,1,0,0,11.33,1,0
STU-00315,21,Female,Medium,81.05,81.41,0.928,11,4.68,0,0,0,6.49,2,0
STU-00316,19,Female,Medium,89.67,56.87,0.432,8,3.25,0,0,0,0.68,2,0
STU-00317,17,Female,Medium,93.37,76.31,0.661,9,7.54,0,1,1,6.99,2,0
STU-00318,23,Male,Medium,74.2,77.44,0.724,10,4.04,1,0,0,4.66,0,0
STU-00319,20,Female,Low,90.39,78.07,0.691,9,9.39,3,1,0,8.36,2,0
STU-00320,17,Female,High,77.51,62.69,0.691,10,4.71,1,1,0,3.6,1,0
STU-00321,19,Female,High,83.43,53.12,0.598,7,3.28,1,1,0,0.45,3,0
STU-00322,18,Male,Medium,89.38,94.91,1.0,14,3.8,1,0,0,19.24,3,0
STU-00323,20,Male,Medium,91.3,76.95,0.809,10,7.22,0,0,0,4.02,3,0
STU-00324,21,Female,Medium,85.5,91.18,0.859,10,5.13,0,1,0,12.35,2,0
STU-00325,19,Female,High,71.36,78.95,0.726,8,5.49,5,1,1,6.12,1,0
STU-00326,22,Female,Medium,61.43,56.55,0.626,11,6.82,2,0,1,8.26,5,0
STU-00327,21,Male,High,81.18,50.7,0.498,6,4.98,1,0,1,7.72,0,0
STU-00328,23,Male,Medium,92.68,74.87,0.737,9,5.8,0,0,1,4.98,2,0
STU-00329,20,Female,Medium,86.95,76.36,0.805,11,7.01,0,1,1,7.03,1,0
STU-00330,27,Female,Low,82.66,76.38,0.761,10,6.08,2,1,1,11.85,3,0
STU-00331,19,Male,Medium,81.92,63.21,0.667,8,2.85,3,1,0,7.26,3,0
STU-00332,19,Male,Low,83.4,74.01,0.629,8,6.43,2,1,1,13.56,1,0
STU-00333,18,Female,Medium,71.06,70.89,0.858,8,4.68,0,1,0,4.64,2,0
STU-00334,20,Female,High,91.83,90.69,0.736,10,7.44,0,0,0,6.49,3,0
STU-00335,17,Female,Low,89.31,72.0,0.759,13,5.96,3,0,0,2.45,3,0
STU-00336,21,Male,Medium,78.09,76.91,0.69,10,6.19,1,0,0,8.79,2,0
STU-00337,17,Male,Low,84.81,75.79,0.869,12,5.08,3,1,0,6.09,1,0
STU-00338,21,Male,Medium,63.12,74.05,0.83,8,2.17,1,0,0,7.62,1,0
STU-00339,18,Male,Low,81.98,63.35,0.631,10,5.3,1,1,0,18.47,1,0
STU-00340,20,Female,High,81.79,45.3,0.66,6,5.96,1,0,1,6.19,6,0
STU-00341,22,Female,Low,93.85,74.88,0.709,10,4.51,1,1,1,17.01,1,0
STU-00342,25,Female,High,81.06,73.35,0.824,10,4.8,1,1,1,3.31,1,0
STU-00343,18,Male,High,92.81,69.72,0.599,13,1.79,0,0,1,3.64,3,0
STU-00344,20,Male,Medium,77.7,57.21,0.626,11,4.08,1,0,0,3.42,3,0
STU-00345,19,Female,Medium,56.85,56.54,0.46,7,1.08,2,0,1,2.17,2,0
STU-00346,19,Female,Medium,79.52,72.02,0.709,8,5.37,0,1,0,7.29,2,0
STU-00347,19,Male,High,85.41,78.7,0.758,8,5.54,0,0,0,9.85,3,0
STU-00348,22,Male,Low,81.66,48.54,0.608,8,4.44,1,1,0,24.04,4,0
STU-00349,19,Male,Medium,83.83,57.7,0.501,11,6.03,0,0,0,5.99,4,0
STU-00350,25,Female,Low,74.43,79.22,1.0,10,5.69,1,1,1,17.95,3,0
STU-00351,21,Male,Medium,78.44,70.75,0.529,9,4.29,1,0,0,2.57,4,0
STU-00352,18,Male,Low,67.61,64.63,0.67,10,4.44,2,1,1,3.77,2,0
STU-00353,20,Male,Medium,60.04,50.49,0.554,6,2.46,0,0,1,5.76,2,0
STU-00354,19,Male,Medium,80.83,73.75,0.786,8,6.34,0,1,1,2.71,2,0
STU-00355,22,Male,Medium,73.8,66.67,0.598,9,2.75,2,0,1,7.91,6,0
STU-00356,17,Male,Medium,93.88,73.88,0.751,9,6.02,0,0,0,2.02,2,0
STU-00357,18,Male,Medium,58.0,48.22,0.432,4,4.5,4,0,0,6.81,2,0
STU-00358,19,Female,Medium,85.2,67.21,0.889,8,4.04,0,1,0,6.47,1,0
STU-00359,22,Female,Medium,100.0,100.0,0.873,13,4.22,0,1,0,8.8,1,0
STU-00360,23,Male,Medium,79.99,69.9,0.67,8,3.08,0,0,0,16.93,0,0
STU-00361,23,Male,High,83.22,84.59,0.736,10,7.44,0,1,0,3.85,1,0
STU-00362,22,Female,Low,84.69,70.89,0.6,7,3.68,4,1,0,21.31,2,0
STU-00363,20,Female,Low,85.55,70.14,0.522,10,2.64,0,1,1,13.64,4,0
STU-00364,22,Male,Low,75.51,62.08,0.701,8,4.95,2,1,0,8.72,2,0
STU-00365,18,Male,Medium,70.91,82.49,0.717,9,0.47,2,1,1,2.07,4,0
STU-00366,17,Male,Medium,89.18,81.54,0.693,9,3.7,0,0,0,7.78,1,0
STU-00367,21,Female,Medium,61.01,56.39,0.455,8,4.98,0,0,0,2.46,3,0
STU-00368,18,Male,Medium,91.15,74.81,0.767,9,4.02,2,0,0,10.51,1,0
STU-00369,20,Male,Medium,77.69,83.05,0.805,9,4.51,2,0,1,4.73,1,0
STU-00370,21,Female,High,83.28,48.34,0.504,8,4.57,0,1,0,15.64,2,0
STU-00371,21,Female,Medium,76.22,74.69,0.638,9,4.68,1,0,0,16.05,1,0
STU-00372,22,Non-binary,Low,95.74,83.53,0.859,11,5.11,1,0,0,11.14,2,0
STU-00373,22,Female,Medium,84.74,68.18,0.593,8,5.28,1,0,1,2.83,0,0
STU-00374,21,Male,Medium,78.46,74.21,0.734,9,6.7,1,1,0,5.31,1,0
STU-00375,20,Male,Low,76.15,73.78,0.705,9,3.0,0,0,1,16.11,1,0
STU-00376,21,Male,Low,78.37,57.51,0.377,9,2.86,2,1,1,30.41,2,0
STU-00377,19,Female,High,100.0,93.17,1.0,11,6.35,0,0,1,4.46,3,0
STU-00378,20,Male,Medium,67.51,70.38,0.761,7,5.25,0,0,0,7.84,2,0
STU-00379,26,Female,Medium,93.91,78.55,0.785,10,5.58,3,0,0,4.56,0,0
STU-00380,21,Male,Medium,88.25,78.41,0.802,11,5.16,1,0,0,2.99,2,0
STU-00381,21,Female,Medium,98.94,89.56,1.0,9,4.28,0,1,0,3.57,3,0
STU-00382,19,Male,High,90.17,100.0,1.0,8,4.47,1,0,0,6.64,1,0
STU-00383,23,Male,Medium,82.04,80.48,0.822,8,5.39,0,0,1,1.43,2,0
STU-00384,22,Female,Medium,93.22,87.85,0.759,10,4.7,1,0,0,14.07,1,0
STU-00385,22,Female,Medium,84.53,77.51,0.688,5,4.33,1,0,0,5.63,1,0
STU-00386,21,Male,High,91.55,99.71,0.731,11,5.17,3,0,1,8.28,0,0
STU-00387,23,Female,Medium,97.71,67.24,0.621,9,8.46,1,0,1,8.08,1,0
STU-00388,23,Female,High,84.27,59.82,0.68,5,4.07,0,1,0,5.73,1,0
STU-00389,21,Female,Low,75.33,69.89,0.764,7,6.58,2,1,0,4.35,2,1
STU-00390,20,Male,High,76.17,79.91,0.849,9,6.78,1,0,0,3.95,0,0
STU-00391,22,Male,Medium,86.96,50.99,0.462,6,5.32,0,0,0,13.51,3,0
STU-00392,19,Female,Low,70.34,65.93,0.719,10,3.08,1,1,1,2.08,0,0
STU-00393,19,Non-binary,Medium,78.15,70.71,0.794,10,5.05,1,0,0,11.08,1,0
STU-00394,20,Female,Medium,71.36,76.69,0.48,9,3.0,1,1,1,11.53,0,0
STU-00395,17,Female,Low,85.59,77.57,0.791,8,8.0,0,1,0,3.88,1,0
STU-00396,22,Female,Medium,73.73,52.31,0.785,10,5.2,1,1,0,4.9,3,0
STU-00397,18,Female,High,69.1,59.12,0.559,7,3.4,0,0,0,8.6,4,0
STU-00398,20,Female,Low,67.78,56.67,0.27,7,5.21,0,1,0,8.12,2,0
STU-00399,20,Male,Medium,75.72,78.73,0.667,9,3.85,0,1,0,13.46,1,0
STU-00400,21,Female,Medium,76.72,75.57,0.519,8,4.69,2,1,0,11.76,3,0
STU-00401,20,Male,Medium,84.77,69.48,0.608,10,5.54,0,0,0,3.56,2,1
STU-00402,20,Female,High,81.47,77.3,0.605,9,4.89,1,1,0,15.7,1,0
STU-00403,20,Female,Medium,86.07,65.74,0.763,9,4.97,0,1,0,4.75,0,0
STU-00404,20,Female,Low,84.96,93.48,0.986,12,6.95,0,1,1,2.01,1,0
STU-00405,19,Male,High,91.4,86.36,0.872,12,4.82,2,0,0,1.51,1,0
STU-00406,23,Male,High,62.26,74.5,0.875,9,5.96,1,0,0,10.81,1,0
STU-00407,17,Female,Low,67.6,78.42,0.694,11,3.67,1,1,1,25.72,1,0
STU-00408,20,Female,High,89.35,89.8,0.87,10,7.48,1,1,0,3.35,1,0
STU-00409,20,Female,Low,82.33,72.03,0.97,10,7.07,1,1,1,1.31,2,0
STU-00410,21,Male,High,94.0,80.02,0.846,10,6.51,1,0,0,10.09,2,0
STU-00411,17,Female,Medium,65.02,79.09,0.838,8,4.28,4,0,1,2.71,1,0
STU-00412,19,Male,Medium,76.77,72.12,0.615,8,5.77,0,0,1,12.49,1,0
STU-00413,20,Female,Low,76.74,61.54,0.565,7,4.86,3,0,1,5.77,3,0
STU-00414,23,Female,High,85.08,97.26,0.805,8,0.7,0,0,0,3.58,0,0
STU-00415,21,Male,Low,80.39,61.43,0.816,10,3.88,0,1,0,5.97,2,0
STU-00416,18,Female,Low,85.16,55.73,0.378,11,4.08,2,1,1,18.12,4,1
STU-00417,19,Female,Low,78.74,79.92,0.885,11,5.57,2,0,0,1.2,1,0
STU-00418,22,Male,Medium,97.1,74.29,0.796,11,6.71,0,1,1,12.85,0,0
STU-00419,18,Female,Low,98.6,83.88,0.617,12,7.38,2,1,1,13.71,2,0
STU-00420,20,Female,High,70.95,88.98,0.991,9,5.98,1,0,0,4.79,0,0
STU-00421,20,Female,Medium,82.5,60.85,0.578,7,1.44,3,0,0,10.52,1,0
STU-00422,20,Male,Low,88.78,74.4,0.568,9,4.89,1,1,1,8.57,2,0
STU-00423,26,Male,Low,86.44,88.52,0.894,10,7.25,1,1,1,13.61,3,0
STU-00424,20,Female,Low,75.51,75.27,0.636,8,4.39,1,1,0,6.0,0,0
STU-00425,21,Male,Medium,84.8,73.91,0.698,10,5.13,1,1,0,1.89,0,0
STU-00426,19,Male,High,65.83,92.24,0.821,10,3.7,2,0,0,16.34,1,0
STU-00427,22,Male,Low,79.79,69.55,0.579,6,5.57,5,1,0,3.75,2,0
STU-00428,22,Male,High,67.19,72.97,0.572,8,3.16,0,1,0,4.7,0,0
STU-00429,19,Male,Low,85.59,89.78,0.956,5,6.54,1,1,0,5.54,1,0
STU-00430,20,Male,High,70.97,80.63,0.82,9,5.22,3,1,1,14.95,3,0
STU-00431,19,Female,High,85.04,90.79,0.901,10,5.59,2,0,0,23.11,1,0
STU-00432,18,Female,Medium,85.51,67.05,0.619,12,5.31,2,1,1,5.13,2,0
STU-00433,23,Male,Medium,82.83,87.04,0.843,12,5.51,0,0,1,5.29,1,0
STU-00434,19,Female,High,76.3,75.07,0.644,10,6.08,1,1,0,8.33,1,0
STU-00435,17,Male,Low,77.69,62.03,0.529,7,4.94,2,0,0,2.91,2,0
STU-00436,24,Female,Low,92.99,79.06,0.973,9,7.55,1,1,0,10.16,0,0
STU-00437,19,Male,Low,75.33,70.26,0.797,7,3.67,0,1,0,10.23,3,0
STU-00438,20,Female,Medium,82.24,93.15,0.823,12,3.98,3,0,1,8.5,2,0
STU-00439,24,Male,Medium,75.88,75.23,0.555,7,4.08,3,0,0,2.08,1,0
STU-00440,20,Female,Medium,93.22,71.94,0.501,8,5.65,0,1,0,22.54,1,0
STU-00441,20,Female,High,84.11,67.01,0.587,7,5.21,1,0,0,10.8,2,0
STU-00442,18,Male,Low,71.6,66.09,0.668,6,3.11,3,0,0,20.51,0,0
STU-00443,17,Male,Medium,82.08,60.93,0.624,10,5.58,2,0,0,2.38,4,0
STU-00444,20,Male,Low,77.35,62.17,0.638,9,3.44,0,1,1,3.29,2,0
STU-00445,21,Non-binary,Low,95.32,75.51,0.777,6,6.52,0,0,1,3.97,4,0
STU-00446,21,Female,Medium,81.51,69.91,0.563,6,4.67,3,0,0,23.29,2,1
STU-00447,19,Male,High,68.04,76.68,0.928,10,4.52,0,0,0,8.05,3,0
STU-00448,21,Female,Medium,87.48,69.61,0.662,9,4.1,0,0,0,6.81,1,0
STU-00449,17,Male,Low,99.65,55.33,0.597,9,5.38,2,1,1,0.64,4,0
STU-00450,21,Female,Medium,95.17,63.82,0.556,11,4.98,0,0,0,5.25,4,0
STU-00451,21,Female,Low,67.87,64.6,0.679,6,2.56,0,1,1,6.04,1,0
STU-00452,25,Male,High,80.29,69.42,0.933,9,6.24,0,0,0,8.76,1,0
STU-00453,21,Male,Medium,81.66,61.83,0.499,9,5.69,0,1,0,23.53,1,0
STU-00454,19,Female,Low,79.8,90.09,0.729,8,5.93,1,1,1,17.81,1,0
STU-00455,20,Male,Low,84.19,80.9,0.68,10,5.2,1,1,1,5.76,1,0
STU-00456,20,Male,Low,76.21,68.2,0.633,7,3.63,2,1,0,3.18,1,0
STU-00457,21,Female,High,73.18,74.21,0.663,7,4.39,1,0,0,5.68,0,0
STU-00458,21,Male,Medium,92.47,76.73,0.622,6,4.77,0,1,0,7.51,2,0
STU-00459,18,Female,Medium,69.64,55.89,0.56,4,3.9,2,0,0,10.51,6,0
STU-00460,17,Female,Medium,73.18,80.43,0.967,9,6.5,2,0,0,0.24,0,0
STU-00461,21,Male,Medium,69.57,76.91,0.731,9,4.12,1,0,0,5.75,0,0
STU-00462,23,Female,Low,86.73,54.06,0.539,9,1.85,1,1,0,6.09,0,0
STU-00463,21,Female,High,84.42,79.54,0.813,12,6.32,0,0,0,5.62,1,0
STU-00464,22,Male,Medium,91.72,82.39,0.874,10,6.28,2,0,0,23.42,2,0
STU-00465,23,Female,Medium,73.36,67.0,0.827,5,4.96,0,0,1,6.36,1,0
STU-00466,21,Male,Medium,68.22,88.72,0.88,10,3.04,5,0,0,7.05,4,0
STU-00467,19,Male,Medium,77.12,91.9,0.879,7,3.92,0,1,1,21.63,0,0
STU-00468,21,Female,High,81.24,71.97,0.587,9,3.33,1,1,0,17.63,1,0
STU-00469,23,Male,Low,82.3,69.48,0.773,5,4.16,2,1,0,15.98,0,0
STU-00470,22,Female,Medium,63.49,62.07,0.518,7,2.63,1,0,1,8.48,2,0
STU-00471,22,Male,Medium,87.27,70.77,0.59,10,2.96,1,1,0,4.98,2,0
STU-00472,20,Female,Medium,72.16,60.43,0.629,9,7.07,1,0,1,3.1,5,0
STU-00473,20,Male,Low,72.88,72.25,0.893,9,7.04,0,1,1,13.69,1,0
STU-00474,20,Female,Low,92.91,96.41,1.0,11,6.57,1,1,0,20.4,1,0
STU-00475,20,Male,Low,55.98,74.57,0.724,7,3.59,1,1,1,10.53,2,0
STU-00476,23,Female,Medium,85.55,83.95,0.692,9,7.42,1,0,0,2.67,0,0
STU-00477,17,Female,Medium,85.51,51.97,0.715,11,7.21,2,0,0,8.02,1,0
STU-00478,21,Female,Medium,72.99,51.39,0.52,7,2.71,0,0,1,15.65,3,0
STU-00479,20,Male,Medium,77.08,82.64,0.764,8,5.06,0,0,0,3.38,1,0
STU-00480,18,Non-binary,Medium,95.43,97.0,0.99,8,6.01,1,0,1,3.53,0,0
STU-00481,22,Female,Medium,100.0,88.54,0.796,12,5.47,1,0,0,9.99,0,0
STU-00482,19,Female,Low,91.71,73.17,0.626,9,4.7,2,1,1,10.63,3,0
STU-00483,20,Female,Medium,100.0,96.52,0.84,8,5.87,2,0,0,9.68,0,0
STU-00484,24,Female,Medium,74.4,78.25,0.681,10,4.62,2,1,0,16.96,1,0
STU-00485,23,Male,Low,62.62,73.63,0.585,8,3.79,2,0,1,6.96,2,0
STU-00486,22,Male,Medium,81.42,55.52,0.414,7,5.8,1,0,1,4.67,2,0
STU-00487,21,Male,Medium,90.85,82.04,0.91,12,4.67,1,0,1,12.97,0,0
STU-00488,20,Female,Low,59.6,78.55,0.843,8,5.53,3,1,1,26.69,0,0
STU-00489,25,Female,Medium,71.81,74.74,0.631,5,2.55,1,1,0,4.92,2,0
STU-00490,22,Male,Medium,73.03,79.54,0.878,11,5.23,1,0,0,11.78,1,0
STU-00491,19,Female,Medium,85.92,76.61,0.783,8,6.63,3,0,0,18.41,1,0
STU-00492,18,Male,Medium,84.5,76.62,0.707,15,5.66,1,1,0,8.97,0,0
STU-00493,22,Female,Medium,73.47,84.29,0.666,8,3.79,3,0,0,2.77,1,0
STU-00494,20,Female,Medium,83.98,68.61,0.718,6,5.27,1,0,0,9.15,2,1
STU-00495,17,Male,Medium,69.41,60.64,0.831,12,6.9,2,0,0,10.24,1,0
STU-00496,21,Female,Medium,77.31,67.33,0.667,9,3.59,2,0,1,5.89,1,0
STU-00497,20,Non-binary,Medium,68.09,67.92,0.79,9,5.19,1,1,0,5.76,2,1
STU-00498,22,Female,Medium,80.35,57.47,0.554,9,5.54,5,0,1,2.15,4,0
STU-00499,21,Female,Medium,73.19,77.44,0.864,7,4.32,0,0,0,4.05,4,0
STU-00500,19,Female,Medium,89.59,76.36,0.726,6,7.58,3,0,0,4.5,2,0
STU-00501,22,Female,Medium,81.71,82.76,0.511,12,7.01,0,0,0,3.53,1,0
STU-00502,19,Male,High,80.76,54.32,0.466,5,5.46,0,1,1,6.67,2,0
STU-00503,20,Female,High,100.0,93.33,0.907,14,7.74,0,1,0,14.31,3,0
STU-00504,19,Male,Medium,86.22,89.75,0.99,11,3.43,2,1,0,4.35,2,0
STU-00505,23,Male,Medium,77.95,76.8,0.729,9,2.79,0,1,0,19.38,3,0
STU-00506,20,Female,Medium,75.58,71.58,0.706,8,4.34,1,0,0,9.84,1,0
STU-00507,23,Female,Medium,69.01,76.78,0.677,12,3.15,3,0,0,32.58,0,0
STU-00508,24,Female,High,82.53,89.08,1.0,9,6.59,0,0,0,11.88,2,0
STU-00509,19,Male,Medium,85.38,81.21,0.966,9,1.75,1,0,1,1.76,3,0
STU-00510,17,Male,Low,58.94,66.47,0.577,9,4.17,1,1,0,17.15,1,0
STU-00511,23,Female,Low,65.0,79.97,0.593,7,3.38,3,1,0,1.08,1,0
STU-00512,20,Male,High,77.57,81.6,0.573,7,3.36,1,0,0,1.45,1,0
STU-00513,19,Female,Low,67.92,56.8,0.646,8,6.59,1,0,0,14.31,2,0
STU-00514,19,Female,Low,80.48,83.49,0.822,11,4.62,0,1,1,24.61,1,0
STU-00515,20,Female,Medium,84.0,74.08,0.63,12,2.33,1,0,1,24.67,1,0
STU-00516,23,Non-binary,Low,78.65,70.29,0.724,13,5.3,2,0,0,9.17,1,0
STU-00517,21,Female,Medium,88.05,78.33,0.614,6,5.26,0,0,0,5.69,0,0
STU-00518,23,Female,Medium,75.57,80.96,0.879,11,4.77,0,0,0,6.85,1,0
STU-00519,22,Female,Low,79.5,87.85,0.798,7,8.22,0,1,1,6.95,1,0
STU-00520,20,Male,High,72.21,71.66,0.573,6,4.18,2,1,0,7.86,3,1
STU-00521,20,Female,High,86.38,95.53,0.867,9,6.88,3,1,1,3.88,0,0
STU-00522,22,Female,Medium,82.83,76.41,0.696,8,5.21,1,0,0,7.6,2,0
STU-00523,22,Female,Low,66.82,78.29,0.805,7,6.16,5,1,1,4.95,1,0
STU-00524,23,Male,Medium,80.29,75.53,0.877,5,4.76,3,0,0,3.53,2,0
STU-00525,20,Female,Low,79.58,65.48,0.783,12,3.4,1,1,0,19.83,0,0
STU-00526,21,Male,Medium,85.09,95.06,0.926,12,6.66,1,1,0,10.59,0,0
STU-00527,22,Female,High,86.75,72.51,0.688,9,5.32,1,1,0,10.48,1,0
STU-00528,20,Female,High,75.32,66.35,0.589,7,5.19,1,1,0,8.01,1,0
STU-00529,18,Male,Medium,90.4,65.83,0.44,11,3.41,2,1,0,3.89,2,0
STU-00530,19,Male,Medium,87.75,89.79,0.859,10,6.17,0,0,0,7.46,1,0
STU-00531,20,Female,Medium,74.03,85.57,0.722,8,2.21,1,1,0,24.07,2,0
STU-00532,22,Male,Medium,69.43,72.06,0.853,6,3.98,3,0,0,10.61,0,0
STU-00533,23,Male,Medium,74.87,61.1,0.587,9,3.06,0,0,1,6.64,0,0
STU-00534,18,Female,Medium,65.81,66.52,0.748,8,4.85,1,1,1,9.6,0,0
STU-00535,19,Male,Low,82.29,68.67,0.619,9,3.81,1,1,0,5.62,3,0
STU-00536,20,Male,Low,93.02,66.54,0.578,10,2.91,3,0,0,5.39,1,0
STU-00537,22,Female,Medium,97.64,76.98,0.822,11,5.03,0,0,0,14.83,2,0
STU-00538,19,Male,Low,68.02,69.91,0.721,9,5.01,0,1,1,8.04,0,0
STU-00539,20,Female,Low,88.65,68.7,0.716,9,5.26,1,0,0,10.95,5,0
STU-00540,18,Female,High,84.18,80.07,0.765,10,3.99,1,0,0,7.72,0,0
STU-00541,22,Non-binary,High,56.89,46.3,0.577,9,4.38,1,0,1,12.59,5,1
STU-00542,20,Male,Medium,78.34,89.4,0.935,12,7.51,1,0,0,5.34,2,0
STU-00543,19,Male,High,78.37,70.45,0.431,6,4.98,4,0,0,6.07,0,0
STU-00544,20,Male,High,96.57,91.81,0.847,12,2.63,4,0,0,22.61,2,0
STU-00545,23,Male,Low,70.42,67.89,0.792,6,4.84,6,0,0,1.44,1,0
STU-00546,18,Female,Medium,88.19,81.36,0.665,11,4.7,1,0,0,12.36,0,0
STU-00547,19,Non-binary,Medium,80.82,62.47,0.42,7,0.93,2,1,0,8.6,2,0
STU-00548,23,Male,Low,64.1,55.36,0.545,9,1.62,2,0,1,6.31,1,1
STU-00549,21,Male,Medium,75.93,64.07,0.7,11,5.57,1,0,0,4.01,4,0
STU-00550,22,Female,Medium,98.85,82.7,0.744,11,5.89,1,0,0,16.57,1,0
STU-00551,21,Female,Medium,80.09,86.71,0.989,10,5.68,0,0,0,24.45,4,0
STU-00552,20,Female,Low,89.96,79.72,0.994,10,5.12,0,0,0,6.0,1,0
STU-00553,20,Female,Low,89.36,66.09,0.424,8,5.69,0,1,1,11.55,0,0
STU-00554,22,Female,High,78.32,75.22,0.688,11,2.8,2,0,0,11.24,4,1
STU-00555,23,Male,Low,65.88,63.02,0.354,7,1.65,1,0,0,11.84,1,0
STU-00556,23,Male,Low,67.33,61.01,0.69,4,3.59,2,1,1,2.6,1,0
STU-00557,18,Female,Low,95.97,78.11,0.678,11,3.15,1,1,0,15.47,1,0
STU-00558,23,Female,Medium,83.67,82.8,0.743,11,3.71,1,1,0,1.87,1,0
STU-00559,20,Male,Medium,62.93,58.01,0.722,8,5.43,1,0,1,11.14,2,0
STU-00560,19,Female,Medium,91.17,75.3,0.575,8,3.56,1,0,0,17.78,4,1
STU-00561,20,Male,Low,60.34,70.99,0.508,5,4.23,1,1,1,5.08,2,0
STU-00562,22,Female,Low,70.91,70.93,0.423,6,4.24,0,0,0,8.45,3,0
STU-00563,22,Female,High,84.14,89.93,1.0,11,5.55,1,1,0,12.79,0,0
STU-00564,20,Female,Medium,100.0,97.36,1.0,8,4.51,1,1,0,6.22,3,0
STU-00565,22,Male,Medium,90.98,65.06,0.61,10,4.94,0,1,0,3.69,1,0
STU-00566,21,Female,Medium,76.69,74.7,0.577,9,1.14,2,0,0,11.77,1,1
STU-00567,19,Male,Medium,82.31,69.43,0.784,12,4.27,2,0,1,3.07,2,0
STU-00568,19,Female,Low,90.12,63.47,0.962,12,6.28,4,1,0,1.17,1,0
STU-00569,21,Female,Medium,97.64,73.98,0.695,9,6.64,3,1,1,8.15,0,0
STU-00570,20,Male,Medium,79.28,70.04,0.545,5,3.9,1,1,1,6.25,1,0
STU-00571,18,Female,Medium,79.6,70.26,0.84,8,4.22,1,0,0,11.89,2,1
STU-00572,22,Female,High,74.12,66.26,0.52,11,2.84,1,1,0,8.61,3,0
STU-00573,19,Male,Medium,89.32,77.74,0.712,10,4.44,1,0,0,27.05,1,0
STU-00574,24,Male,Medium,93.29,100.0,0.633,11,5.9,2,0,1,16.97,2,0
STU-00575,18,Female,High,61.92,49.22,0.472,6,3.59,3,0,0,9.32,3,1
STU-00576,20,Female,Medium,77.64,83.64,0.654,10,4.36,1,1,0,15.64,2,0
STU-00577,19,Non-binary,High,69.9,70.12,0.841,6,5.52,0,0,1,18.71,1,0
STU-00578,18,Male,Medium,83.66,70.78,0.578,11,4.42,1,0,0,18.71,3,0
STU-00579,19,Male,High,69.63,49.99,0.608,6,2.01,1,1,1,3.35,4,1
STU-00580,24,Male,Medium,67.48,75.02,0.72,5,2.59,1,0,0,4.0,2,1
STU-00581,21,Male,Medium,94.36,65.88,0.668,14,6.03,2,0,0,20.94,2,0
STU-00582,19,Female,Medium,80.18,81.76,0.854,10,3.22,2,1,0,8.35,2,0
STU-00583,17,Female,Low,79.34,87.7,0.836,10,4.51,3,1,0,8.73,3,0
STU-00584,17,Male,Medium,86.75,63.81,0.557,6,4.33,0,0,0,10.83,3,0
STU-00585,19,Male,High,93.93,93.52,0.796,11,4.13,1,0,0,6.99,0,0
STU-00586,19,Male,Medium,77.4,72.4,0.771,11,2.41,2,1,1,22.3,2,0
STU-00587,20,Male,Low,75.64,47.57,0.265,7,1.41,5,1,0,9.88,0,0
STU-00588,17,Female,Medium,77.69,60.24,0.805,11,2.34,2,1,0,14.58,2,0
STU-00589,20,Male,Low,91.9,78.09,0.775,12,6.27,2,0,1,5.85,2,0
STU-00590,23,Male,Low,79.25,74.25,0.685,10,5.12,2,1,1,6.54,4,0
STU-00591,24,Female,High,80.05,59.37,0.628,5,3.35,0,1,0,3.89,3,1
STU-00592,17,Male,Medium,86.3,76.74,0.676,7,2.93,0,1,0,13.36,2,0
STU-00593,19,Male,Medium,100.0,91.24,0.852,14,7.66,1,1,0,7.36,1,0
STU-00594,19,Female,Medium,82.82,84.74,0.681,9,5.32,2,0,0,13.38,0,0
STU-00595,21,Male,Low,77.04,65.05,0.691,9,3.61,1,1,1,12.5,1,0
STU-00596,18,Male,Low,100.0,84.58,0.806,9,7.54,1,1,1,3.58,1,0
